"","x"
"15173","REHABILITATION PHYSICAL THERAPY ASSOCIATES OF STATEN ISLAND, P.C."
"15174","REHABILITATION PHYSICAL THERAPY SERVICES, P.C."
"15175","REHABILITY PHYSICAL THERAPY NY PLLC"
"15176","REHABMEDICS PHYSICAL THERAPY, PLLC"
"15177","REHABWORK"
"15178","REHAN & AMINA DRUG CORP"
"15179","REHOBOTH HOME CARE COMPANION AGENCY LLC"
"15180","REICH MEDICAL AND SURGICAL EYECARE, LLC"
"15181","REINA SARA PARK AVENUE"
"15182","REITER REHABILITATION PT PC"
"15183","RELATED SERVICES ASSOCIATES, INC."
"15184","RELATIONAL PSYCHOLOGY PRACTICE, P.L.L.C."
"15185","RELATIONSHIP & PSYCHOLOGY CONSULTING PLLC"
"15186","RELIABLE CARE MEDICAL PC"
"15187","RELIABLE CHOICE HOME HEALTH CARE,, INC"
"15188","RELIABLE COMMUNITY CARE"
"15189","RELIABLE HEALTH CARE MEDICAL PC"
"15190","RELIABLE NP IN FAMILY HEALTH"
"15191","RELIABLE NURSING SERVICES PC"
"15192","RELIABLE OCCUPATIONAL THERAPY PC"
"15193","RELIABLE OCCUPATIONAL THERAPY, PC"
"15194","RELIABLE PODIATRY PC"
"15195","RELIABLE REGISTERED NURSE SERVICES PLLC"
"15196","RELIACARE ALLIANCE"
"15197","RELIANCE CHIROPRACTIC NJ PC"
"15198","RELIANCE CHIROPRACTIC PC"
"15199","RELIANCE FI LLC"
"15200","RELIANCE HOME CARE INC."
"15201","RELIE INC"
"15202","RELIEF ACUPUNCTURE"
"15203","RELIEF KEEPERS HOMECARE LLC"
"15204","RELIEF MEDICAL SUPPLY"
"15205","RELIEF MEDICAL, P.C."
"15206","RELIGIOUS ORDER OF JEHOVAH'S WITNESSES"
"15207","RELION PHARMACY INC"
"15208","REM TRANSPORTATION INC"
"15209","REMEDE NATUROPATHICS"
"15210","REMOTE DIAGNOSTIC IMAGING PLLC"
"15211","RENA KHANUKAYEVA D.O.,P.C."
"15212","RENAISSANCE ADULT DAY SERVICES LLC"
"15213","RENAISSANCE ADULT DAY SERVICES-787EAST LLC"
"15214","RENAISSANCE ADULT DAY SERVICES-BEDFORD LLC"
"15215","RENAISSANCE FAMILY CARE"
"15216","RENAISSANCE HEAITH CARE"
"15217","RENAISSANCE HEALTH CARE NETWORK"
"15218","RENAISSANCE HEIGHTS LLC"
"15219","RENAISSANCE MEDICAL IMAGING PC"
"15220","RENAISSANCE PHARMACY LTD"
"15221","RENAL MEDICINE, P.C."
"15222","RENASCENT HEALTH CENTER"
"15223","RENAT ARSLANOV PEDIATRICS, LLC"
"15224","RENATA FRENKEL MD PC"
"15225","RENCORE URA LLC"
"15226","RENE S. RODRIGUEZ-SAINS, M.D, P.C."
"15227","RENEW PHYSICAL THERAPY, PC"
"15228","RENEWAL CARE PARTNERS"
"15229","RENFREW CENTER"
"15230","RENU D. PARIKH, MD, PC"
"15231","REPLACEMENT ASSOCIATES LLC"
"15232","REPRODUCTIVE MEDICINE ASSOCIATES OF NY, LLP"
"15233","RESEARCH FOUNDATION"
"15234","RESEARCH PARTNERS PC"
"15235","RESERVE EDLER SERVICES INC."
"15236","RESILIENT PERFORMANCE PHYSICAL THERAPY"
"15237","RESILIENT PERFORMANCE PHYSICAL THERAPY LLC"
"15238","RESOLVE MENTAL HEALTH COUNSELING PRACTICE, PLLC"
"15239","RESOURCE BEACON OF HOPE, LLC"
"15240","RESOURCE MEDICAL SERVICES PC"
"15241","RESOURCE RAE OF HOPE, LLC"
"15242","RESPIRO INC."
"15243","RESPONSIBLE CARE STAFFING INC"
"15244","RESPONSIBLE HOMECARE, INC."
"15245","RESQU MEDICAL SUPPLY INC."
"15246","RESTART HEALTH CHIROPRACTIC P.C."
"15247","RESTORATION DENTAL, PLLC"
"15248","RESTORATION HOMECARE AGENCY"
"15249","RESTORATION HOMECARE AGENCY INC."
"15250","RESTORATION PHYSICAL THERAPY, P.C."
"15251","RESTORATIVE MANAGEMENT CORP"
"15252","RESTORE CARE CORP"
"15253","RESTORE UNITY FOUNDATION INC"
"15254","RESTORE USA, INC."
"15255","RESTOREREHAB PHYSICAL THERAPY, P.C."
"15256","RESTOSLEEP, INC."
"15257","RETHINK AUTISM"
"15258","RETINA & MACULA CONSULTANTS, P.C."
"15259","RETINA ASSOCIATES OF NEW YORK, P.C."
"15260","RETINA GROUP, P.C."
"15261","RETINA SPECIALIST PC"
"15262","RETINAL AMBULATORY SURGERY CENTER OF NEW YORK, INC."
"15263","REVCORE RECOVERY CENTER OF MANHATTAN, LLC"
"15264","REVIVAL HOMECARE OF DALLAS, INC."
"15265","REVIVAL HOMECARE OF HOUSON INC."
"15266","REVIVE PHYSICAL THERAPY"
"15267","REVIVED SOUL MEDICAL PC"
"15268","REX WU,MD.PLLC"
"15269","REYES OPTICA INC."
"15270","REYNALDO H. ALONSO, M.D.P.C."
"15271","REYNO CAR SERVICE INC"
"15272","REZA CHOWDHURY MEDICAL PC"
"15273","REZNIK PHYSICAL THERAPY PC"
"15274","RGFM MEDICAL PC"
"15275","RH MEDICAL PROFESSIONAL PLLC"
"15276","RH PAIN MEDICINE PC"
"15277","RHAPSODY PHYSICIAN, PC"
"15278","RHB LCSW PLLC"
"15279","RHEMA PT REHABILITATION PC"
"15280","RHESAK CORP"
"15281","RHEUMATOLOGY ASSOCIATES"
"15282","RHEUMATOLOGY ASSOCIATES PC"
"15283","RHONDA HAKIMI, DDS PC"
"15284","RHONDA J POMERANTZ MD PLLC"
"15285","RHONDA ROSS LLC"
"15286","RICARDO ISSA PHYSICIAN PC"
"15287","RICHARD A SKOLNIK MD PC"
"15288","RICHARD B COHEN DPM PC"
"15289","RICHARD BODIAN"
"15290","RICHARD BODIAN, P.T."
"15291","RICHARD C DENISE M D P C"
"15292","RICHARD COLLENS MD PC"
"15293","RICHARD DANZ & SONS INC"
"15294","RICHARD E. DANKNER,M.D.,P.C."
"15295","RICHARD E. GOLDSTEIN, DDS, PC"
"15296","RICHARD GOLDBERG AND JOHN PELLEGRINI P.C."
"15297","RICHARD H. FRANKEL, DPM, PC"
"15298","RICHARD H. NACHTIGALL M.D. AND LILA E. NACHTIGALL M.D., P.C."
"15299","RICHARD I. ULIN, M.D., P.C."
"15300","RICHARD J GOLDSTEIN DPM PC"
"15301","RICHARD J. GOLDSTEIN DPM PC"
"15302","RICHARD J. HIRSCHMAN MD PC"
"15303","RICHARD L MUELLER MD,PC"
"15304","RICHARD L SWERDLIK MD PC"
"15305","RICHARD L. MUELLER, MD, PC"
"15306","RICHARD L. MUELLER,MD,PC"
"15307","RICHARD LAPINSKY"
"15308","RICHARD LEWKOWICZ MD"
"15309","RICHARD LINK MD"
"15310","RICHARD M KUSHNER, DPM, LLC"
"15311","RICHARD M. BACHRACH D.O., P.C."
"15312","RICHARD MANDELBAUM MD PC"
"15313","RICHARD MEMOLI, M.D., P.C."
"15314","RICHARD MORGAN DO PC"
"15315","RICHARD MYINT, D.O., P.C."
"15316","RICHARD N. ASH M.D, P,C."
"15317","RICHARD NATHANSON, M.D., PLLC"
"15318","RICHARD P ORSINI"
"15319","RICHARD RATTOTTI MD PC"
"15320","RICHARD RICCI & ANDREA R CAMBRIA DDS PC"
"15321","RICHARD ROUDER, DPM, PC"
"15322","RICHARD RP WARNER MD PC"
"15323","RICHARD S MCCRAY MD PC"
"15324","RICHARD S RIVLIN"
"15325","RICHARD S. BERRY MDPC"
"15326","RICHARD S. COLLIE LCSW PLLC"
"15327","RICHARD S. HOROWITZ, LCSW, PC"
"15328","RICHARD S. WORONOFF M.D., P.C."
"15329","RICHARD SOLLAZZO, M.D.,P.C."
"15330","RICHARD W WESTREICH MD PLLC"
"15331","RICHMOND ADULT DAY CENTER INC."
"15332","RICHMOND AMBULATORY SERVICES"
"15333","RICHMOND AMBULATORY SURGICAL FACILITY PLLC"
"15334","RICHMOND ASC LLC"
"15335","RICHMOND AVE ORTHODONTICS, PLLC"
"15336","RICHMOND BEHAVIORAL ASSOCIATES, LLC"
"15337","RICHMOND CANCER AND BLOOD DISORDERS P.C."
"15338","RICHMOND CARDIO PULMONARY CARE PC"
"15339","RICHMOND CARDIOLOGICAL SERVICES, PC"
"15340","RICHMOND COUNTY AMBULANCE SERVICE, INC"
"15341","RICHMOND COUNTY AMBULANCE SERVICE, INC."
"15342","RICHMOND DENTAL ARTS P.C."
"15343","RICHMOND ENDOCRINOLOGY DIABETES PC"
"15344","RICHMOND FAMILY CHIROPRACTIC, PC"
"15345","RICHMOND GYNECOLOGY P.C."
"15346","RICHMOND HILL DENTAL ARTS PLLC"
"15347","RICHMOND HOME NEED SERVICES, INC"
"15348","RICHMOND IMAGING CORP"
"15349","RICHMOND INTERNAL MEDICINE GROUP, P.C."
"15350","RICHMOND INTERVENTIONAL PAIN MANAGEMENT PC"
"15351","RICHMOND MEDICAL ASSOCIATES, P.C."
"15352","RICHMOND MEDICAL CARE PC"
"15353","RICHMOND MEDICAL CENTER"
"15354","RICHMOND MEDICAL HEALTH CARE P.C."
"15355","RICHMOND MEDICAL PAIN MANAGEMENT"
"15356","RICHMOND MEDICAL PRACTICE PLLC"
"15357","RICHMOND MEDICAL REHABILITATION SERVICES, PLLC"
"15358","RICHMOND MEDICAL SOLUTIONS, PC"
"15359","RICHMOND MEDICAL SUPPLY INC"
"15360","RICHMOND MUSIC CENTER"
"15361","RICHMOND OBGYN ASSOCIATES PC"
"15362","RICHMOND OTOLARYNGOLOGY GROUP PC"
"15363","RICHMOND PEDIATRICS, P.C."
"15364","RICHMOND PHARMACY & SURGICALS INC."
"15365","RICHMOND PHYSICAL THERAPY REHABILITATION PC"
"15366","RICHMOND PHYSICAL THERAPY, PC"
"15367","RICHMOND PHYSICIAN ASSOCIATES PC"
"15368","RICHMOND PHYSICIANS SERVICES, P.C."
"15369","RICHMOND PODIATRY ASSOCIATES"
"15370","RICHMOND PRIMARY CARE SPECIALISTS, PC"
"15371","RICHMOND PSYCHOLOGICAL SERVICES, P.C."
"15372","RICHMOND PULMONARY AND CRITICAL CARE, PC"
"15373","RICHMOND PULMONARY MEDICINE PC"
"15374","RICHMOND RADIOLOGY ASSOCIATES"
"15375","RICHMOND RADIOLOGY, P.C."
"15376","RICHMOND ROAD PHYSICAL THERAPY PC"
"15377","RICHMOND SPECIALTY SCRIPT INC."
"15378","RICHMOND SURGICAL CENTER CORP."
"15379","RICHMOND SURGICAL GPS PC"
"15380","RICHMOND TOTAL MEDICAL, P.C."
"15381","RICHMOND UNI HOME CARE, INC."
"15382","RICHMOND UNIVERSITY MEDICAL CENTER ADOLESCENT PROGRAM"
"15383","RICHMOND VALLEY PHARMACY INC"
"15384","RICON DE ACUPUNTURA, PC"
"15385","RIDGE ADVANCED PHYSICAL THERAPY PLLC"
"15386","RIDGE BLVD DENTAL PC"
"15387","RIDGE CHEMISTS, LLC"
"15388","RIDGE PHARMACY, LLC"
"15389","RIDGEBORO OPTICIANS"
"15390","RIDGEWOOD BUSHWICK SENIOR CITIZEN. HOMECARE COUNCIL INC"
"15391","RIDGEWOOD MANOR LLC"
"15392","RIDGEWOOD PEDIATRICS PC"
"15393","RIDWAN SHABSIGH MD PC"
"15394","RIGEL DERMATOLOGY PLLC"
"15395","RIGHT BEGINNINGS, INC."
"15396","RIGHT CARE PHARMACY INC"
"15397","RIGHT CARE PHYSICAL THERAPY, PC"
"15398","RIGHT CHOICE MEDICAL CARE"
"15399","RIGHT CHOICE PHARMACY INC"
"15400","RIGHT CHOICE PHYSICAL THERAPY PC"
"15401","RIGHT FAMILY DENTAL P.C."
"15402","RIGHT ON PLUS MEDICAL PC"
"15403","RIGHT START, INC."
"15404","RIGHT TRACK PHARMACY INC"
"15405","RIGHTCARE PHYSICAL THERAPY PC"
"15406","RIGHTWAY PHARMACY INC"
"15407","RIGHTWAY THERAPEUTIC SERVICES"
"15408","RILEY J. WILLIAMS III, MD, PC"
"15409","RIM MEDICAL PC"
"15410","RIMMA GELBERT MEDICAL PC"
"15411","RINCY KURIAN"
"15412","RIO DRUGS INC."
"15413","RISE ABOVE SPEECH THERAPY PLLC"
"15414","RISE UP HOME CARE"
"15415","RISHAVENA HOME HEALTH CARE AGENCY INC."
"15416","RISHAVENA SOCIAL ADULT DAY CARE"
"15417","RISHI PHARMACY CORP"
"15418","RISHON MEDICAL SERVICES P.C."
"15419","RISING STAR COMPANION INC."
"15420","RISO MEDICAL P.C."
"15421","RISSON NP COMMUNITY HEALTH PLLC"
"15422","RITA D CHAN DDS & MAJA POLLACK DDS"
"15423","RITA L SILVER MD, PC"
"15424","RITE AID PHARMACY"
"15425","RITE CHOICE TRANSPORTATION INC"
"15426","RITE HEALTH PHARMACY, INC"
"15427","RITE HOPE PHARMACY INC"
"15428","RITE KARE APOTHECARY INC"
"15429","RITE QUALITY PHARMACY,INC"
"15430","RITE SURGICAL SUPPLIES INC"
"15431","RITE-WAY PHARMACY,LLC"
"15432","RITECARE INC"
"15433","RITEWAY PHARMACY & FOOD HOUSE INC."
"15434","RIU CHIROPRACTIC PC"
"15435","RIVER CHEMISTS CORP."
"15436","RIVER MANOR CORP."
"15437","RIVER PARK RX LLC"
"15438","RIVER RIDGE OPERATING LLC"
"15439","RIVER SIDE MEDICAL CARE PLLC"
"15440","RIVER VIEW FERTILITY MEDICINE, PC"
"15441","RIVERDALE ANESTHETIC MEDICINE"
"15442","RIVERDALE AUDIOLOGY PLLC"
"15443","RIVERDALE CENTER FOR NURSING AND REHABILITATION, LLC"
"15444","RIVERDALE COMPREHENSIVE DENTISTRY PLLC"
"15445","RIVERDALE DENTAL CARE"
"15446","RIVERDALE DRUGS & SURGICAL, INC."
"15447","RIVERDALE FAMILY DENTISTRY"
"15448","RIVERDALE FAMILY MEDICAL PRACTICE"
"15449","RIVERDALE HEALTHY LIFE INC"
"15450","RIVERDALE HOME CARE"
"15451","RIVERDALE INTERNAL MEDICINE & GERIATRIC SERVICES, PC"
"15452","RIVERDALE MEDICINE,LLP"
"15453","RIVERDALE MENTAL HEALTH ASSOCIATION"
"15454","RIVERDALE MENTAL HEALTH CLINIC-MICA PGRM"
"15455","RIVERDALE OPTOMETRY"
"15456","RIVERDALE ORAL & MAXILLOFACIAL SURGERY PC"
"15457","RIVERDALE ORAL HEALTH & IMPLANT CENTER, LLC"
"15458","RIVERDALE PEDIATRICS, P.C."
"15459","RIVERDALE PHYSICAL THERAPY PC"
"15460","RIVERDALE SENIOR SERVICES, INC."
"15461","RIVERDALE URGENT CARE DENTAL, LLC"
"15462","RIVERSIDE ANESTHESIA"
"15463","RIVERSIDE HEALTH CONSULTING INC"
"15464","RIVERSIDE MEDICAL DIAGNOSTICS, PLLC"
"15465","RIVERSIDE MEDICAL P.C"
"15466","RIVERSIDE ORTHOPAEDIC & SPORTS MEDICINE ASSOCIATES, P.C."
"15467","RIVERSIDE PHARMACY,INC."
"15468","RIVERSIDE PHYSICAL THERAPY,NYC,PLLC"
"15469","RIVERSIDE PODIATRY PLLC"
"15470","RIVERSIDE RADIO DISPATCH INC"
"15471","RIVERSIDE SPINE AND PAIN MEDICINE, PC"
"15472","RIVERSIDE SRX INC"
"15473","RIVERTON PHARMACY INC"
"15474","RIVERVIEW CHEMISTS"
"15475","RIVERVIEW CHEMISTS INC"
"15476","RIVERVIEW SNF LLC"
"15477","RIVIA MEDICAL PLLC"
"15478","RIVINGTON HOUSE DAY TREATMENT PROGRAM"
"15479","RIVINGTON HOUSE HEALTH CARE FACILITY"
"15480","RIVINGTON HOUSE HEALTHCARE FACILITY"
"15481","RIVSON DENTAL PC"
"15482","RJ PHARMACY INC"
"15483","RK ANESTHESIA PLLC"
"15484","RKD MEDICAL PLLC"
"15485","RKN ANESTHESIA PLLC"
"15486","RL HEALTH 2168 LLC"
"15487","RL HEALTH PHARMACY INC."
"15488","RLB ALTERNATIVE CARE INC"
"15489","RLD MEDICAL SERVICES, P.C."
"15490","RM ISLAND PHARMACY INC"
"15491","RMM DIAGNOSTIC MANAGEMENT"
"15492","RN EXTERMINATING & TERMITES INSPECTION CONTROL CO, INC"
"15493","RN FAMILY PRACTICE PC"
"15494","ROAD 2 RECOVERY"
"15495","ROBBINS FAMILY CHIROPRACTIC"
"15496","ROBELEN CHEMISTS"
"15497","ROBERT A BRODY DPM & FREDERICK D BUXBAUM DPM PC"
"15498","ROBERT A MENDELSOHN, M.D.P.C."
"15499","ROBERT A PRESS MD PC"
"15500","ROBERT A. ALDOROTY, MD, PHD, PLLC"
"15501","ROBERT A. MARSHALL D.C. P.C."
"15502","ROBERT A. VALINOTI, DC, PC"
"15503","ROBERT ADLER DDS PC"
"15504","ROBERT ANDERSON LCSW SERVICES, PLLC"
"15505","ROBERT ANDRIA M.D.,P.C."
"15506","ROBERT BOGAN DDS PC"
"15507","ROBERT BONSIGNORE & IRA WIENER PARTNERS"
"15508","ROBERT C. HOCK, M.D."
"15509","ROBERT CHAVEZ MD PLLC"
"15510","ROBERT CYKIERT, M.D., P.C."
"15511","ROBERT D. MCMULLEN, MD, PC"
"15512","ROBERT E. ZEITLIN,D.D.S.,P.C."
"15513","ROBERT F. PORGES MD PC"
"15514","ROBERT FIEDLER, M.D., P.C."
"15515","ROBERT FRIEDMAN MD PC"
"15516","ROBERT FULOP, M.D., P.C."
"15517","ROBERT G MARX MD PC"
"15518","ROBERT H. WILLIS, M.D., P.C."
"15519","ROBERT HUSNEY M.D.,P.C."
"15520","ROBERT HUSNEY MD, PC"
"15521","ROBERT J LANDY"
"15522","ROBERT J MULCARE MD PC"
"15523","ROBERT J VESCSI"
"15524","ROBERT J. BOS,M.D PC"
"15525","ROBERT J. MIN, MD, PC"
"15526","ROBERT JOHN LEBER MD PC"
"15527","ROBERT L. BARD, M.D., P.C."
"15528","ROBERT LAPENNA M.D, PC"
"15529","ROBERT LAUDICINO MD PC"
"15530","ROBERT LAWRENCE HOWARD"
"15531","ROBERT M ROMANOFF MD PC"
"15532","ROBERT M SMITH MD PC"
"15533","ROBERT M. FREUND, M.D., P.C."
"15534","ROBERT M. OROPALL DPM"
"15535","ROBERT M. SCHWARCZ, M.D., PC"
"15536","ROBERT M. WILKINS, M.D PC"
"15537","ROBERT MANN, MD, PC"
"15538","ROBERT MATALON MD PC"
"15539","ROBERT MATALON, M.D."
"15540","ROBERT N. HOLTZMAN, M.D., PC"
"15541","ROBERT N. HOTCHKISS MD PC"
"15542","ROBERT P TAGLIA, M.D.,P.C."
"15543","ROBERT P. PITERA M.D., P.C."
"15544","ROBERT P. REICHSTEIN, MD, PC"
"15545","ROBERT R. DITKOFF, M.D., P.C."
"15546","ROBERT REINER, PH D PC"
"15547","ROBERT S JUTKOWITZ MD PC"
"15548","ROBERT S SNYDER DPM"
"15549","ROBERT S. LESSER MD PC"
"15550","ROBERT SCOTT SCHEPP MD PC"
"15551","ROBERT SEGAL, M.D., F.A.C.C., P.L.L.C."
"15552","ROBERT STEVEN GOTLIN DO, PLLC"
"15553","ROBERT TALBOT LCSW, P.C."
"15554","ROBERT TOWNER, M.D"
"15555","ROBERT V SIMEONE DC PC"
"15556","ROBERT W MORROW MD PC"
"15557","ROBERT W. FRANKEL, D.M.D., P.C."
"15558","ROBERT ZARETSKY,MD,FACS AND STEVEN ZARETSKY,MD,FAAOS,CIME, PLLC"
"15559","ROBERT, & MARTIN ARONOFF"
"15560","ROBERTO CLEMENTE CENTER"
"15561","ROBIN A. NATHANSON, DMD,PC"
"15562","ROBIN BUS COMPANY"
"15563","ROBIN R. BLUM M.D., PC"
"15564","ROBYN COOPER, PSYD., PLLC"
"15565","ROCHDALE DENTAL ASSOCIATES, P.C."
"15566","ROCHDALE PHARMACY INC"
"15567","ROCHELLE BENEZRA"
"15568","ROCHELLE L PECK MD,PC"
"15569","ROCK G. POSITANO"
"15570","ROCK PHYSICAL THERAPY AND ACUPUNCTURE, PLLC"
"15571","ROCK SOLID DENTAL,PC"
"15572","ROCKAWAY AVE PHARMACY INC"
"15573","ROCKAWAY DENTAL ASSOCIATES, PC"
"15574","ROCKAWAY OPERATIONS ASSOCIATES LLC"
"15575","ROCKAWAY RX PHARMACY LLC"
"15576","ROCKEFELLER HEALTH MEIDCAL"
"15577","ROCKEFELLER UNIVERSITY"
"15578","ROCKWAYRX INC"
"15579","RODERICK"
"15580","ROEBACK CONSULTING"
"15581","ROFEH MEDICAL PC"
"15582","ROGER A BONOMO,MD,PC"
"15583","ROGER GORVITZ OCCUPATIONAL THERAPY PC"
"15584","ROGER KENNEDY BOYCE MD"
"15585","ROGOT OPTICAL INC"
"15586","ROJAS PHARMACY, INC."
"15587","ROLAND J. FIGUEREDO"
"15588","ROLAND NYEIN MD PC"
"15589","ROMA PHARMACY CORP"
"15590","ROMA PHYSICAL THERAPY PC"
"15591","ROMAN HEALTH PHARMACY LLC"
"15592","ROMAN ISAAC, MD"
"15593","ROMAN TRAKHTENBERG DDS PLLC"
"15594","ROMEO & ROSA CORP"
"15595","RON BAKAL MD PC"
"15596","RON DAQUILA OCCUPATIONAL THERAPY PC"
"15597","RON DAQUILA OCCUPATIONAL THERAPY, P.C."
"15598","RON LEV, M.D., P.C."
"15599","RON MEADOR PHYSICAL THERAPY"
"15600","RON NOY, M.D., P.C."
"15601","RON-AN PHARMACY INC."
"15602","RONA APPEL MD PC"
"15603","RONAK MEDICAL CARE PC"
"15604","RONALD BLATT MD PC"
"15605","RONALD BRISMAN, M.D.,P.C."
"15606","RONALD DEUTSEN DDS PC"
"15607","RONALD E SHERMAN MD PC"
"15608","RONALD EMERSON, M.D."
"15609","RONALD FENER, D.D.S."
"15610","RONALD JACQUES MD PC"
"15611","RONALD K COBBS, MD, PC"
"15612","RONALD LEV MD, PC"
"15613","RONALD MOSKOVICH MD PC"
"15614","RONALD R FIEVE MD PC"
"15615","RONALD R. BLAND, P.C"
"15616","RONALD R. BRANCACCIO, MD, PC"
"15617","RONALD S LEVANDUSKY MD PC"
"15618","RONALD S. SUNSHINE, PH.D.,LCSW,P.C."
"15619","RONI MENACHEM LMHC"
"15620","ROOSEVELT ISLAND URGENT CARE PLLC"
"15621","ROOSEVELT SURGERY CENTER, LLC"
"15622","ROR MADISON PHARMACY INC"
"15623","RORY COHEN DPM PC"
"15624","ROSA & CALDRONEY MD DDS PLLC"
"15625","ROSA PHARMACY, INC."
"15626","ROSALIE FAVUZZA INC"
"15627","ROSALIE HALL, INC."
"15628","ROSALINDA RUBINSTEIN MD PC"
"15629","ROSALISE PHARMACY CORP"
"15630","ROSDO"
"15631","ROSE & ASSOCIATES OF NEW YORK, INC."
"15632","ROSE DRUG STORE INC"
"15633","ROSE DULUDE AUDIOLOGY PC"
"15634","ROSE FAY PHARMACEUTICAL INC"
"15635","ROSE FAY PHARMACEUTICALS, INC"
"15636","ROSE HILL PSYCHOLOGICAL SERVICES, PC"
"15637","ROSE MARY SOKOLOW COLLETTE"
"15638","ROSE PHARMACY INC"
"15639","ROSE R CAPUZ"
"15640","ROSEANN FAZIO DO PC"
"15641","ROSEBANK PHARMACY LLC"
"15642","ROSEDALE PHARMACY LLC"
"15643","ROSELINE IHIM MEDICINE PLLC"
"15644","ROSELYN MARZA WROBLEWSKI DPM. PC"
"15645","ROSELYN WROBLEWSKI"
"15646","ROSEMARY B DESLOGE MD PC"
"15647","ROSEMARY JOHNSTON LLC"
"15648","ROSENBAUM & ROSENFELD RADIOLOGY, LLP"
"15649","ROSENBLUM PHARMACY INC"
"15650","ROSHAN BAKHTIAR CUMMINS DMD PC"
"15651","ROSSI & DILEO DENTISTRY P.C."
"15652","ROSTOVSKY MEDICAL PRACTICE P.C."
"15653","ROTHSCHILD MENTAL HEALTH COUNSELING PLLC"
"15654","ROUSSEAU ETIENNE"
"15655","ROUTINE HEALTH, LLC"
"15656","ROWE CHIROPRACTIC OFFICES, PLLC"
"15657","ROY BERENHOLTZ MD PC"
"15658","ROY BOTFELD DPM PC"
"15659","ROYAL CARE AMBULETTE SERVICES IC"
"15660","ROYAL CARE CERTIFIED HOME HEALTH CARE LLC"
"15661","ROYAL CARE MEDICAL CENTER INC"
"15662","ROYAL CARE PHARMACY, INC"
"15663","ROYAL COMMUNITY CARE CENTER, INC"
"15664","ROYAL COMMUNITY SUPPORT LLC"
"15665","ROYAL DRUGS"
"15666","ROYAL FOOTCARE, PC"
"15667","ROYAL MEDICAL CENTER FOR WOMEN PC"
"15668","ROYAL OPTICAL"
"15669","ROYAL OPTIX"
"15670","ROYALE PEDIATRIC HEALTHCARE, PC"
"15671","ROYALTY EARLY INTERVENTION, INC."
"15672","ROYYAL EARLY INTERVENTION AGENCY INC"
"15673","ROYZMAN & POZNYANSKY DDS"
"15674","ROZ REACHING OUT FOR ZEAL, INC."
"15675","ROZENTUL MEDICAL, P.C."
"15676","RPM COMMUNICATIONS,INC"
"15677","RPM PHYSICAL THERAPY PLLC"
"15678","RPT PHYSICAL THERAPY, P.C."
"15679","RR PLASTIC SURGERY, P.C."
"15680","RS FARMA INC."
"15681","RS MEDICAL OFFICE P C"
"15682","RS NUCLEAR MEDICINE PC"
"15683","RSA DRUG CORP"
"15684","RSC DRUG CORP"
"15685","RSM SERVICES INC."
"15686","RSN DENTAL PC"
"15687","RSNP CORP."
"15688","RSP PHARMACY INC."
"15689","RSVM DRUGS"
"15690","RT PHYSICAL THERAPY, P.C."
"15691","RUBEN CUETO DDS"
"15692","RUBEN U. CARVAJAL MDPC"
"15693","RUBINO PHARMACY"
"15694","RUBY FAMILY HEALTHCARE"
"15695","RUBY WESTON MANOR"
"15696","RUEL PHARMACY CORP"
"15697","RUGAL ENTERPRISES LLC"
"15698","RUGBY PHARMACY INC."
"15699","RUGGIERI MEDICAL, P.C."
"15700","RUGGIERO-DECARLO & SHAHEM, PHYSICIANS P.C."
"15701","RUMC"
"15702","RUN HONG TANG HERBAL INC"
"15703","RUN JUMP ROLL PT PLLC"
"15704","RUSA PHARMACY CORP"
"15705","RUSCHELLE KHANNA LCSW & ASSOCIATES PLLC"
"15706","RUSHI PHARMACY CORP."
"15707","RUSK SNF LLC"
"15708","RUSSAK DERMATOLOGY PC"
"15709","RUSSEL C HUANG MD PC"
"15710","RUSSELL E. WINDSOR, M.D., P.C."
"15711","RUSSELL F TRAHAN D D P M P C"
"15712","RUSSELL F. WARREN M.D.P.C"
"15713","RUSSELL H. SILVER, M.D., P.C."
"15714","RUSSELL STRAM PT LAC"
"15715","RUTH H WEICHSEL MD PC"
"15716","RUTH STEINBERG, MD, LLC"
"15717","RUTH'S SPECIAL INSTRUCTION SERVICES, INC"
"15718","RUTLAND NURSING HOME INC"
"15719","RUTLAND PHARMACY LLC"
"15720","RUTLEDGE PEDIATRICS"
"15721","RUTLEDGE PEDIATRICS PLLC"
"15722","RV BEHAVIORAL, LLC"
"15723","RV PHARMACY CORP"
"15724","RVK PHARMACY"
"15725","RVT MEDICAL PC"
"15726","RWAN PT PC"
"15727","RX 2000 INC"
"15728","RX CARE PHARMACY SERVICES INC."
"15729","RX CENTER INC"
"15730","RX CHOICE PHARMACY INC"
"15731","RX FOR YOU CORP"
"15732","RX NOW II"
"15733","RX NOW INC."
"15734","RX PLUS PHARMACY CORP"
"15735","RX PROSPECT PHARMACY LLC"
"15736","RX SCRIPTS INC"
"15737","RX WAREHOUSE PHARMACY INC"
"15738","RXCIRCLE PHARMACY CORP."
"15739","RXMASTERS INC"
"15740","RXMK CORPORATION"
"15741","RYAN B. TURNER MD, P.C."
"15742","RYAN DRUGS LLC"
"15743","RYAN M KULL LICENSED CLINICAL SOCIAL WORK LLC"
"15744","RYAN NENA CHC"
"15745","RYAN SUH, DC PC"
"15746","RYAN-CHELSEA CLINTON COMMUNITY HEALTH CENTER"
"15747","RYAN/CHELSEA-CLINTON COMMUNITY HEALTH CENTER, INC."
